mounting_plane_id,roof_id,area,azimuth_angle,azimuth_vector_x,azimuth_vector_y,azimuth_vector_z,centroid_x,centroid_y,centroid_z,coordinate_system_xaxis_x,coordinate_system_xaxis_y,coordinate_system_xaxis_z,coordinate_system_yaxis_x,coordinate_system_yaxis_y,coordinate_system_yaxis_z,coordinate_system_zaxis_x,coordinate_system_zaxis_y,coordinate_system_zaxis_z,pitch_angle,roof_material_type
0,7,292.11115165988826,1.0,0.014289600460409108,0.9998978984469774,0.0,-570.183064778646,253.69947560628248,116.05249277750666,-0.9998978984469774,0.01428960046040933,0.0,-0.013865137264765563,-0.9701965881501512,0.24192217407760577,0.003456971210082527,0.2418974734479218,0.970295656843606,14.000024598236816,CompShingle
6,7,134.61848969609252,90.0,0.9999691377988852,-0.00785642728942828,0.0,36.673723220825195,-70.26082515716544,113.11417388916,0.007856427289428503,0.9999691377988852,0.0,-0.9612384954150582,0.007552133422488589,0.27561480405261957,0.2756062979731067,-0.002165347667929429,0.9612681622664072,15.998598357312858,CompShingle
5,7,126.99775152975668,1.0,0.014301245860934128,0.999897731954036,0.0,-69.04877429538304,-153.35214063856333,121.54593149820964,-0.999897731954036,0.014301245860934349,0.0,-0.01373347390329394,-0.960200918247579,0.27897237908268563,0.003989652581671203,0.27894384912259884,0.9602991261627528,16.198818912877407,CompShingle
10,7,99.94294588157396,180.0,9.133474406250752E-4,-0.9999995828981392,0.0,620.8936920166016,235.06889724731425,127.9389724731445,0.9999995828981392,9.13347440624853E-4,0.0,-8.666631122328714E-4,0.948886165546334,0.3156173216568208,2.8826827295219844E-4,-0.31561719001224875,0.9488865613286842,18.39808536180457,CompShingle
3,7,100.58210091409693,180.0,-0.006065127174375821,-0.9999816069470272,-5.3943737979001004E-33,-47.56791067123413,90.6496067047119,99.7007904052734,0.9999816069470272,-0.006065127174376043,-5.3943737979001004E-33,0.006065127174376043,0.9999816069470272,4.746541953957064E-33,-1.0169517610045803E-32,-4.68494870685982E-33,1.0,2.0623689623127406E-31,CompShingle
7,7,343.9435893154114,180.0,-0.006084690542557484,-0.9999814880991554,-6.5978002768728E-33,-78.63751438685831,-69.5787388937814,126.67322540283202,0.9999814880991554,-0.0060846905425577065,-6.5978002768728E-33,0.0060846905425577065,0.9999814880991554,5.5712465808070793E-33,-1.0604340039859809E-33,-5.564897184876916E-33,1.0,5.385850427100228E-31,CompShingle
11,7,83.33837431545507,0.0,-7.311042682951765E-18,1.0,0.0,150.8130035400393,-160.0413360595705,131.57086563110352,-1.0,2.1473356224207955E-16,0.0,-2.017832321891018E-16,-0.9396911692901634,0.342024131251123,-2.5005530221764565E-18,0.342024131251123,0.9396911692901634,20.00024315554785,CompShingle
4,7,225.71268107207197,181.0,-0.014295008636343013,-0.999897821143784,0.0,-91.19389629363998,-256.14075088500977,121.110233306885,0.999897821143784,-0.014295008636343236,0.0,0.013727423890402372,0.9601967782680316,0.2789869259249006,-0.0039881205155232425,-0.27895841935991045,0.960294900102554,16.199721293507277,CompShingle
8,7,668.3252114321252,271.0,-0.9998977564137884,0.014299535610380354,0.0,-447.83333079020184,22.84186681111662,124.90682093302432,-0.014299535610380576,-0.9998977564137884,0.0,0.9701961033642144,-0.01387477233559052,0.24192356584163083,-0.24189883070867005,0.003459394644742596,0.9702953098363766,14.000191986508456,CompShingle
12,7,83.33445752797952,180.0,-2.6872470944797618E-17,-1.0,0.0,150.8130035400393,-234.0039367675785,131.57086563110352,1.0,-2.4891707586982894E-16,0.0,2.339037216156025E-16,0.9396853180852982,0.34204020666426366,-9.191465515537996E-18,-0.34204020666426366,0.9396853180852982,20.0012233245912,CompShingle
9,7,99.94361344482732,360.0,-9.13367093632888E-4,0.9999995828801892,0.0,620.8513641357424,280.9822845458982,127.9389724731445,-0.9999995828801892,-9.13367093632666E-4,0.0,8.66681771699533E-4,-0.9488861775635138,0.31561728547658835,-2.8827444273605294E-4,0.3156171538263659,0.9488865733629016,18.398082865072777,CompShingle
13,1,12.912633778841125,1.0,0.015707317284310608,0.9998766324820928,0.0,382.95071674,435.84821660000006,-1.2417719560000002,-0.9998766324820928,0.01570731728431083,0.0,-0.014901269565580974,-0.9485662613960958,0.3162277658687923,0.004967089852609811,0.3161887536342238,0.9486832980998624,18.434948813980792,CompShingle
12,1,252.8734861526167,271.0,-0.999876632481322,0.01570731733336758,0.0,17.5124613179999,-77.81291016899992,-5.25,-0.0157073173333678,-0.999876632481322,0.0,0.9964228168673956,-0.01565306046197332,0.08304547985422493,-0.0830352347394379,0.0013044217051720952,0.9965457582448392,4.763641690754566,CompShingle
15,1,11.990302792238994,271.0,-0.9998766324832292,0.015707317211970467,0.0,361.537063548,409.681339503,1.0915613759999996,-0.01570731721197069,-0.9998766324832292,0.0,0.9485662613867548,-0.014901269496789415,0.3162277659000528,-0.3161887536658397,0.004967089830224867,0.9486832980894422,18.434948815856817,CompShingle
9,1,379.4733192057045,181.0,-0.01570731731113395,-0.9998766324816714,0.0,488.659018056,118.81089835500002,31.999999998,0.9998766324816714,-0.015707317311134172,0.0,0.01490126959028085,0.9485662613481458,0.3162277660114606,-0.004967089863333031,-0.3161887537767411,0.9486832980523064,18.434948822596795,CompShingle
11,1,147.572957476886,1.0,0.015707317318892286,0.9998766324815496,0.0,35.58830957999992,-264.11981747699997,19.999999998,-0.9998766324815496,0.015707317318892508,0.0,-0.01490126959777584,-0.9485662613566104,0.3162277659857172,0.004967089865382073,0.3161887537509624,0.9486832980608876,18.434948821081303,CompShingle
5,1,801.1103405788717,91.0,0.9998766324815974,-0.015707317315838708,0.0,349.199087235,-164.033454063,31.999999998,0.01570731731583893,0.9998766324815974,0.0,-0.9485662613540778,0.014901269594838468,0.31622776599345176,0.3161887537587112,-0.004967089864537936,0.9486832980583092,18.43494882151304,CompShingle
6,1,1100.4726257257591,271.0,-0.9998766324816424,0.01570731731297624,0.0,146.1824005619999,-99.83668675200003,27.999999998000003,-0.015707317312976463,-0.9998766324816424,0.0,0.9485662613527344,-0.014901269592101116,0.31622776599761004,-0.31618875376288313,0.004967089863698059,0.948683298056923,18.43494882178942,CompShingle
7,1,134.9238468377111,91.0,0.9998766324816544,-0.015707317312211852,0.0,325.198059508,345.40638602000007,42.666666664,0.015707317312212074,0.9998766324816544,0.0,-0.9485662613540066,0.01490126959139576,0.3162277659938283,0.31618875375910566,-0.004967089863396937,0.948683298058184,18.43494882153234,CompShingle
3,1,67.46192340958055,271.0,-0.9998766324816392,0.01570731731319342,0.0,-594.662116128,215.86581444,-10.783965088,-0.015707317313193643,-0.9998766324816392,0.0,0.9485662613658497,-0.014901269592513231,0.3162277659582506,-0.3161887537235274,0.004967089863148505,0.9486832980700428,18.434948819383617,CompShingle
2,1,101.19288511645183,1.0,0.015707317298547175,0.9998766324818692,0.0,-505.919021241,262.477648875,-5.450631756,-0.9998766324818692,0.015707317298547397,0.0,-0.014901269578618582,-0.9485662613660678,0.3162277659582505,0.0049670898585169555,0.3161887537236001,0.9486832980700428,18.434948819394208,CompShingle
1,1,101.19288512219084,181.0,-0.0157073173466124,-0.999876632481114,0.0,-507.42692370300006,166.489492158,-5.450631756,0.999876632481114,-0.015707317346612622,0.0,0.01490126962431038,0.9485662613712792,0.31622776594046487,-0.004967089873437151,-0.316188753705578,0.9486832980759714,18.434948818288433,CompShingle
0,1,67.46192341385597,91.0,0.9998766324816544,-0.015707317312211835,0.0,-418.683828816,213.101326592,-10.783965088,0.015707317312212057,0.9998766324816544,0.0,-0.9485662613659572,0.014901269591583478,0.31622776595797103,0.31618875372325284,-0.004967089862833711,0.948683298070136,18.43494881936674,CompShingle
10,1,147.5729574610796,181.0,-0.015707317319212082,-0.9998766324815446,0.0,33.703431500999876,-384.105013371,19.999999998,0.9998766324815446,-0.015707317319212304,0.0,0.014901269597957878,0.9485662613488808,0.3162277660088937,-0.00496708986584724,-0.3161887537741344,0.948683298053162,18.434948822399207,CompShingle
4,1,215.68462139153004,1.0,0.01570731729764955,0.9998766324818832,0.0,-504.635088333,358.82061656400003,-56.58438625800001,-0.9998766324818832,0.01570731729764977,0.0,-0.015493602342049452,-0.9862722348583224,0.16439898732667516,0.0025822670573523534,0.16437870583162775,0.9863939238285906,9.462322209264798,CompShingle
8,1,379.4733192266295,1.0,0.01570731731113401,0.9998766324816714,0.0,491.67482297999993,310.787211789,31.999999998,-0.9998766324816714,0.01570731731113423,0.0,-0.014901269590372425,-0.9485662613539714,0.3162277659939816,0.0049670898630585015,0.3161887537592643,0.9486832980581328,18.43494882154205,CompShingle
14,1,11.990302795090226,91.0,0.9998766324803474,-0.01570731739541204,0.0,403.531882113,409.021632177,1.0915613759999996,0.01570731739541226,0.9998766324803474,0.0,-0.9485662614092808,0.014901269671214183,0.3162277658242635,0.31618875358914844,-0.004967089887043737,0.9486832981147052,18.434948811284915,CompShingle
3,3,174.44318319240116,222.0,-1.0,0.0,0.0,-153.04281530399996,-142.764988674,14.55312945,-2.220446049250313E-16,-1.0,0.0,0.970142500151214,-2.1541490816705843E-16,0.242535625012805,-0.242535625012805,0.0,0.970142500151214,14.036243466536934,CompShingle
5,3,66.57268391066205,132.0,0.0,-1.0,0.0,125.443218612,-258.670193172,-121.705115748,1.0,-2.220446049250313E-16,0.0,2.0185293946378803E-16,0.9090648229527551,0.4166547103656406,0.0,-0.4166547103656406,0.9090648229527551,24.623564778123047,CompShingle
0,3,693.0479152113431,222.0,-1.0,4.878453971463518E-12,0.0,-93.109431665,-112.620329437,29.894989073,-4.878676016068443E-12,-1.0,0.0,0.9090648229054804,-4.435032748560475E-12,0.4166547104687855,-0.4166547104687855,2.032630827015429E-12,0.9090648229054804,24.62356478459169,CompShingle
1,3,751.8461701951302,42.0,1.0,0.0,0.0,118.857784242,18.873003120000007,42.348876564,2.220446049250313E-16,1.0,0.0,-0.9090648228961477,2.0185293945121864E-16,0.41665471048914826,0.41665471048914826,0.0,0.9090648228961477,24.62356478590739,CompShingle
2,3,43.15271180520846,42.0,1.0,-2.5200198046853024E-11,0.0,-3.236492537999942,-256.4209074384,28.548001968,2.520042009145795E-11,1.0,0.0,-0.9090648228836468,2.2908815427034718E-11,0.4166547105164227,0.4166547105164227,-1.0499781222168068E-11,0.9090648228836468,24.62356478761583,CompShingle
4,3,76.44396855961602,222.0,-1.0,0.0,0.0,-162.76145448,142.64296295399998,-124.849638906,-2.220446049250313E-16,-1.0,0.0,0.9090648228522727,-2.018529394414765E-16,0.41665471058487485,-0.41665471058487485,0.0,0.9090648228522727,24.62356479194075,CompShingle
34,2,2.663388447200972,2.0,0.002041348380981969,0.9999979164462232,0.0,913.4957929444022,130.9163911863065,271.509851208,-0.9999979164462232,0.0020413483809821912,0.0,-0.0019370442652588305,-0.9489023271916636,0.3155639734027945,6.441760062020317E-4,0.3155633159082859,0.9489043042848104,18.39485542087606,CompShingle
30,2,168.40583275613037,142.0,0.6410051016321056,-0.7675366178115636,0.0,570.225994790566,604.3364612685483,137.738193384,0.7675366178115637,0.6410051016321053,0.0,-0.5917782020922286,0.7085925503119703,0.3843112764034736,0.2463454887893728,-0.2949729772775671,0.9232035760487136,22.60099011628174,CompShingle
24,2,319.9372752630052,51.0,0.7564607872735389,0.6540390487711707,0.0,-76.3446742992027,495.0926280327997,264.683079336,-0.6540390487711705,0.756460787273539,0.0,-0.6769831213674559,-0.5853223381600084,0.4461968330619092,0.3375304076169717,0.29183015226051995,0.8949348502352128,26.499944199165835,CompShingle
14,2,63.30271721769975,142.0,0.64028594454306,-0.7681366474922294,0.0,-256.25331305570313,-13.225681325507724,159.2292264426667,0.7681366474922295,0.6402859445430598,0.0,-0.6075522616353246,0.7288667842957708,0.31564768355263484,0.20210477520632772,-0.2424605534328091,0.9488764618578416,18.39988863639762,CompShingle
20,2,236.35344560193516,141.0,0.6535550617399657,-0.7568789739939071,0.0,-569.0398070900493,-78.61322663181389,281.74725311040004,0.7568789739939074,0.6535550617399656,0.0,-0.5848892060903286,0.6773573767865563,0.4461968183569448,0.2916141891694493,-0.3377169900773501,0.8949348575668173,26.499980170738745,CompShingle
1,2,209.95089156231705,308.0,-0.7568784836652772,-0.6535556295867634,0.0,-712.8026637331776,41.83416039223393,293.77166294399996,0.6535556295867632,-0.7568784836652773,0.0,0.581414903807107,0.5020449011427137,0.6402402883820848,-0.48458409865205215,-0.4184326447603644,0.7681747022210669,39.80973328473939,CompShingle
35,2,502.97679245439775,,-0.9999999998367828,1.8067500596915484E-5,0.0,867.8012701814624,122.19014597905708,197.643707112,-1.806750059713753E-5,-0.9999999998367828,0.0,0.9232092206321292,-1.6680083147776346E-5,0.38429771618055625,-0.3842977161178322,6.943299216485457E-6,0.9232092207828128,,CompShingle
29,2,168.40583275613037,-100000.0,-0.6410051016321053,0.7675366178115637,0.0,509.778612523648,676.7168324324468,137.738193384,-0.7675366178115638,-0.6410051016321051,0.0,0.5917782020922285,-0.7085925503119704,0.38431127640347384,-0.2463454887893729,0.2949729772775673,0.9232035760487136,100000.0,CompShingle
11,2,362.5326965908208,141.0,0.66566382826841,-0.7462517455490775,0.0,-753.20701785305,-635.8368241927781,115.960633632,0.7462517455490775,0.6656638282684098,0.0,-0.6458922134544536,0.7240865002095194,0.24191318445515975,0.16103285647302362,-0.18052813617099892,0.9702978981667248,13.999467249000986,CompShingle
22,2,181.15661058653168,301.0,-0.7558350837313372,-0.6547620378434004,0.0,-459.4631951338947,-438.4187460588343,230.3166552891428,0.6547620378434003,-0.7558350837313375,0.0,0.7534456491412778,0.6526921272304165,0.0794521292446756,-0.0600527067602824,-0.05202223805524101,0.9968386826154408,4.588221028165584,CompShingle
26,2,92.73506376325156,308.0,-0.7574260517742074,-0.6529209570030172,0.0,-446.72302529532726,-454.20439839043024,192.832683336,0.652920957003017,-0.7574260517742075,0.0,0.6064942357665478,0.5228138059232682,0.599024595753779,-0.45371683447742545,-0.3911157123279029,0.8007306249182815,36.80002903079249,CompShingle
4,2,523.3157633355669,217.0,-0.6535876656887201,0.7568508196861319,0.0,-510.3012100251495,167.7415434705833,298.538067296,-0.7568508196861321,-0.65358766568872,0.0,0.5943352818488388,-0.6882368943754155,0.4160475333061655,-0.27192353610912673,0.3148859166111646,0.9093428671463012,24.58648726982003,CompShingle
0,2,75.51717389476987,218.0,-0.6535527813575721,0.7568809430681824,0.0,-718.8223900414332,-46.764965847356024,277.14961516799997,-0.7568809430681828,-0.6535527813575721,0.0,0.5021170537635481,-0.5815028870258032,0.6401037858820007,-0.4183416096206934,0.48448235711988263,0.7682884505831972,39.79957276801302,CompShingle
12,2,9.90004727471186,51.0,0.7491528429350361,0.6623971753580724,0.0,-504.5558340412688,-259.67311492857425,185.557092552,-0.6623971753580723,0.7491528429350363,0.0,-0.7039562901816518,-0.622434610759809,0.34208288007728616,0.256272362129304,0.22659473350154857,0.9396697841039846,20.003830591500893,CompShingle
28,2,97.71264122439824,142.0,0.6452395613119434,-0.7639803063678874,0.0,-634.4600451727325,-350.50757051194705,135.12205156800002,0.7639803063678875,0.6452395613119432,0.0,-0.5576617409760598,0.6602859050587073,0.5030267450467757,0.32457275630215626,-0.3843025267920768,0.8642708451449963,30.200637582125236,CompShingle
7,2,373.12212795077613,218.0,-0.6656647323558151,0.7462509390933194,0.0,-896.0053890316476,-468.2521500439533,164.55512337599998,-0.7462509390933194,-0.6656647323558149,0.0,0.4706897601861634,-0.5276720524421297,0.7071162243417997,-0.4707023322209386,0.5276861464631903,0.7070973379051838,45.00082137303403,CompShingle
3,2,388.58505556503246,148.0,0.6528164860477569,-0.757516095897809,0.0,-335.3602292526784,95.20994362873353,275.3397163474286,0.7575160958978093,0.6528164860477569,0.0,-0.5933712882209923,0.6885369951244421,0.4169260373974792,0.2721761906756381,-0.31582818412748237,0.9089404157259352,24.654278694203057,CompShingle
21,2,194.22925362091996,141.0,0.6540300992411301,-0.7564685249808069,0.0,-162.01426525562596,287.85249317925076,262.936032036,0.756468524980807,0.6540300992411299,0.0,-0.6205916803393072,0.7177927645628966,0.31565727210819794,0.20644935700310912,-0.2387847910311537,0.9488732721313268,18.400494586528225,CompShingle
36,2,502.0244975804847,92.0,0.9999999998368214,-1.8065355360135422E-5,0.0,956.5432040983212,122.16974231932365,197.282486628,1.8065355360357467E-5,0.9999999998368214,0.0,-0.923209763479302,1.6678112452126666E-5,0.3842964120810028,0.3842964120182939,-6.942451247868355E-6,0.92320976362995,22.600107230137343,CompShingle
25,2,186.94604090223015,308.0,-0.7564604741783713,-0.6540394108964944,0.0,-176.48241959829878,434.7619502143428,264.089247296,0.6540394108964943,-0.7564604741783715,0.0,0.6769820270559296,0.5853219583535967,0.44619899160840226,-0.3375319007700031,-0.2918317256141693,0.8949337740233324,26.500026384769207,CompShingle
27,2,98.46824141389702,217.0,-0.6452431410688539,0.7639772829761359,0.0,-673.1204995145152,-305.96939623478,135.12205156800002,-0.7639772829761361,-0.6452431410688538,0.0,0.5576655812222605,-0.6602841757383783,0.5030247576308035,-0.32457327464909863,0.38429948760451055,0.8642720018665833,30.2001978211093,CompShingle
15,2,299.3066693658773,307.0,-0.7686987682471869,-0.6396109784042625,0.0,-143.3860037849354,-36.578191174556885,168.78024877963637,0.6396109784042623,-0.768698768247187,0.0,0.6401385533312492,0.5326399147797616,0.5536400940343679,-0.4255824583364752,-0.35411428222914987,0.8327560544827136,33.620363891128264,CompShingle
19,2,194.20829348299316,218.0,-0.6540350721103837,0.7564642254922339,0.0,-266.8220848836835,409.0901671476235,262.916346996,-0.756464225492234,-0.6540350721103835,0.0,0.6205964000714719,-0.7177886861763012,0.3156572670090598,-0.20645092339043708,0.2387834300090037,0.9488732738276334,18.400436655604516,CompShingle
6,2,41.83623142782515,142.0,0.6532813738387511,-0.7571152135542872,0.0,-590.2177769892071,0.929915630283256,318.635836968,0.7571152135542873,0.6532813738387508,0.0,-0.5857854084049348,0.6788913052508952,0.44267601127077066,0.28919199280842756,-0.3351567428086296,0.89668163193265,26.317007006635343,CompShingle
8,2,288.9923664229914,141.0,0.6656642672924243,-0.746251353935147,0.0,-809.661242442221,-568.7986008717714,143.468508528,0.7462513539351471,0.6656642672924242,0.0,-0.4706928220798077,0.5276761470062603,0.707111130674079,0.4706986126944785,-0.527682638648144,0.7071024316722619,45.000425840097755,CompShingle
9,2,201.7899949138257,51.0,0.7569003860386627,0.6535302637326931,0.0,-336.2208839295478,-19.84593181134054,270.1921346304,-0.6535302637326929,0.7569003860386628,0.0,-0.6303911917918482,-0.5442984696871974,0.5534854299865786,0.41893333562361657,0.3617194790313318,0.832858858866598,33.607437038094105,CompShingle
10,2,52.35477771756257,307.0,-0.7639858984103002,-0.6452329401310867,0.0,-592.7621034293912,-243.0738047283183,134.159125028,0.6452329401310865,-0.7639858984103003,0.0,0.6837155574414332,0.57743971486811,0.4462022099963042,-0.34089219627668793,-0.28790436384890394,0.8949321693817995,26.500277973396223,CompShingle
17,2,158.80544380530395,52.0,0.7685955298369188,0.6397350322709442,0.0,-56.95505892089616,120.36036789438484,150.507878832,-0.639735032270944,0.7685955298369189,0.0,-0.7660116328540207,-0.6375843439627646,0.08192913197323402,0.06297036459804665,0.05241293588682732,0.9966381576751476,4.699406561179789,CompShingle
23,2,69.13092234330048,52.0,0.763981464564067,0.6452381899752551,0.0,-498.44528180399016,-212.32349016261216,150.26575284,-0.6452381899752547,0.763981464564067,0.0,-0.6837104184025988,-0.5774434240875773,0.4462052843095397,0.3408925666030281,0.28790869000528146,0.8949306365603106,26.50043258874388,CompShingle
5,2,184.64263617283737,51.0,0.7568800739777773,0.6535537878517684,0.0,-680.9564014880058,169.00077853186804,284.29134768,-0.6535537878517682,0.7568800739777775,0.0,-0.6657938913698233,-0.5749023320781629,0.4756109784116823,0.3599804725248772,0.3108373564848407,0.8796557265284427,28.399124658224057,CompShingle
18,2,318.16717273026126,51.0,0.7574225510897642,0.6529250179773123,0.0,-373.3483076580738,-349.9141499829466,184.4385885792,-0.6529250179773122,0.7574225510897644,0.0,-0.6064940664163163,-0.5228193280596894,0.5990199475885724,0.45371121685619326,0.3911151100480372,0.8007341021781101,36.7997208804084,CompShingle
33,2,2.467610587734482,,0.999997803622411,-0.0020958889173447186,0.0,926.44716454354,121.70885897721068,270.49213464,0.0020958889173449406,0.999997803622411,0.0,-0.9489113223268826,0.001988817092201336,0.3155366016271654,0.3155359085896451,-6.613296663669914E-4,0.9489134064990226,18.39321097564201,CompShingle
31,2,2.4671348237760853,267.0,-0.999997803622411,0.0020958889173725596,0.0,900.5065928622583,121.76238490411,270.49213464,-0.0020958889173727816,-0.999997803622411,0.0,0.9488910866791632,-0.0019887746804648117,0.3155974499201582,-0.315596756748992,6.614571976387008E-4,0.948893170806858,18.39688505962881,CompShingle
13,2,9.81363332013817,308.0,-0.7491779963630162,-0.6623687264398106,0.0,-527.5550872443392,-279.75232295596277,185.557092552,0.6623687264398105,-0.7491779963630163,0.0,0.7039840892761375,0.6224115589505108,0.34206761514478734,-0.2562695305348471,-0.226574890599756,0.9396753410988062,20.002757666998956,CompShingle
16,2,328.04505094375105,52.0,0.7687655541126169,0.6395307051345707,0.0,-86.14895530415154,69.82919973843416,163.8080003963077,-0.6395307051345704,0.768765554112617,0.0,-0.6410042751675252,-0.5332469878484032,0.5520517812375582,0.4243983935019486,0.3530540649256513,0.8338098289372939,33.504208683084165,CompShingle
