ring_edge_id,penetration_id,angle_between_bearing_vector_and_right_vector,angle_between_bearing_vector_and_up_vector,bearing_vector,edge_condition,end_point_x,end_point_y,end_point_z,siding_material,start_point_x,start_point_y,start_point_z
0,1,0.0,0.0,,,-330.53581364987554,-181.14317967518053,143.8457730742547,,-331.0532930045037,-181.73325178824751,143.97267882810482
0,2,0.0,0.0,,,-320.13572950792303,102.45192914116582,142.264381362188,,-319.88345174525637,103.19511546474124,142.20413773517518
0,2,0.0,0.0,,,-324.12609243237563,110.54358469309076,143.2880562677414,,-324.89584954967046,110.6966989035992,143.48050658018127
0,3,0.0,0.0,,,-317.28173212358956,73.95332719427961,141.45122959852236,,-317.70461723453315,74.49106935703644,141.55857472537227
0,1,0.0,0.0,,,-332.24184213099915,-186.16897751562013,144.2531706284572,,-332.08872792049067,-186.93873463291496,144.21225327254666
0,1,0.0,0.0,,,-332.2931729627563,-185.38582036229985,144.26876067438448,,-332.24184213099915,-186.16897751562013,144.2531706284572
0,4,0.0,0.0,,,-284.93547320107433,-124.5109250844492,132.67935356581754,,-285.57564149090575,-124.40597482045352,132.83932497353862
0,1,0.0,0.0,,,-327.0763301160766,-179.43715119405695,142.98939103721096,,-327.8460872333714,-179.5902654045654,143.18074923058512
0,6,0.0,0.0,,,-109.85973218958895,-233.34474327607077,127.65479694386588,,-109.46912786279763,-234.0514885874902,127.45111528953672
0,1,0.0,0.0,,,-321.09702054004964,-182.38582036229985,141.4882036154638,,-321.53305292100885,-181.7332517882475,141.59923593336563
0,6,0.0,0.0,,,-98.28032131484991,-225.1287131121487,130.0895750490961,,-98.88242940615136,-224.59063642457457,130.24338148489647
0,1,0.0,0.0,,,-323.99707236856574,-179.8425431672321,142.22027109392928,,-324.74025869214114,-179.5902654045654,142.40645082856886
0,3,0.0,0.0,,,-323.5073279073624,70.35897779265257,142.99048266599192,,-323.1374732952534,69.78347278262588,142.89622362884347
0,6,0.0,0.0,,,-110.52755727817645,-231.02667110263351,128.32540473284377,,-110.3922955438686,-231.82276465150417,128.09470773222228
0,2,0.0,0.0,,,-326.46216385631107,110.6966989035992,143.87099647638354,,-327.2319209736059,110.54358469309076,144.06235466975767
0,3,0.0,0.0,,,-316.96825747095573,73.34527119947302,141.37091027551216,,-317.28173212358956,73.95332719427961,141.45122959852236
0,5,0.0,0.0,,,-325.3102960256895,-123.05384405051451,142.75019286555116,,-325.4898312305479,-122.3643311146627,142.79741092671932
0,6,0.0,0.0,,,-100.24774235400024,-223.73275344048204,130.4869195606667,,-100.9937776080554,-223.42373552024395,130.57358856802978
0,1,0.0,0.0,,,-322.64060438870393,-190.1459404040472,141.8453513581959,,-322.050532275637,-189.62846104941912,141.70008897946687
0,6,0.0,0.0,,,-110.3922955438686,-228.61811277586563,129.02563313956736,,-110.52755727817645,-229.41420632473628,128.793812687419
0,6,0.0,0.0,,,-96.88436164318324,-227.09613415129903,129.52385242943737,,-97.27496596997456,-226.3893888398796,129.72753408376653
0,6,0.0,0.0,,,-105.75031622471684,-223.42373552024395,130.553835233508,,-106.496351478772,-223.73275344048204,130.46096983623795
0,0,0.0,0.0,,,-511.0346826281608,101.18773717437152,116.3029602688053,,-510.4725503205222,101.04918400444356,116.27042443518246
0,2,0.0,0.0,,,-324.12609243237563,98.95247477762194,143.24671826230903,,-323.3829061088002,99.20475254028864,143.0623379514692
0,5,0.0,0.0,,,-332.4834429886442,-126.67046865083915,144.52559568282967,,-331.94858648024734,-127.1412015835261,144.39057451197567
0,2,0.0,0.0,,,-331.2222838980585,102.45192914116582,145.02831415312946,,-330.8751591256974,101.74802973535635,144.93926387743036
0,5,0.0,0.0,,,-329.98423378163807,-127.93054341943042,143.89803660514556,,-329.27237245297584,-127.9607829175374,143.7204582136564
0,6,0.0,0.0,,,-96.3517982889036,-228.6181127758656,129.083941641081,,-96.57534372294516,-227.84216940535416,129.3084185465171
0,0,0.0,0.0,,,-507.85128306231104,104.00798309269246,117.01739279982247,,-508.05658358586,104.54931608376052,117.15161305855614
0,2,0.0,0.0,,,-325.67900670299076,110.74802973535635,143.67593459221823,,-326.46216385631107,110.6966989035992,143.87099647638354
0,2,0.0,0.0,,,-320.48285428028413,101.74802973535635,142.34841092845144,,-320.13572950792303,102.45192914116582,142.264381362188
0,2,0.0,0.0,,,-320.48285428028413,107.74802973535635,142.36980905463636,,-320.91888666124333,108.40059830940868,142.48084137253818
0,5,0.0,0.0,,,-331.94858648024734,-127.1412015835261,144.39057451197567,,-331.34186914404177,-127.51477226283345,144.2379845966927
0,1,0.0,0.0,,,-328.5892735569468,-179.8425431672321,143.36512954142495,,-329.2931729627563,-180.1896679395932,143.53937717149216
0,2,0.0,0.0,,,-330.4391267447382,108.40059830940868,144.85428426727736,,-330.8751591256974,107.74802973535635,144.96066200361523
0,2,0.0,0.0,,,-331.62767587123363,105.53118688867669,145.14036209949288,,-331.67900670299076,104.74802973535635,145.15036611355706
0,6,0.0,0.0,,,-106.49635147877198,-236.70812398688776,126.69172981263652,,-105.75031622471684,-237.01714190712585,126.60506080527348
0,0,0.0,0.0,,,-512.3095613468714,104.54931608376052,117.13644353772926,,-512.5148618704204,104.00798309269246,117.00075874720504
0,6,0.0,0.0,,,-104.17827930533474,-223.0649283518946,130.664594289857,,-104.9743728542054,-223.2001900862024,130.62199577081583
0,2,0.0,0.0,,,-327.9751072971813,99.20475254028864,144.20719639896487,,-327.2319209736059,98.95247477762194,144.0210166643253
0,3,0.0,0.0,,,-322.1081326314939,75.12419928839205,142.65865083841618,,-322.66538739852535,74.72737996516692,142.79616200704928
0,6,0.0,0.0,,,-101.76972097856682,-237.2406873411674,126.55665360248744,,-100.9937776080554,-237.01714190712585,126.62481413979523
0,1,0.0,0.0,,,-320.4976180050219,-183.8329060916847,141.33360878117497,,-320.74989576768854,-183.0897197681093,141.3991533397647
0,7,0.0,0.0,,,-150.90675978842026,-223.29459465734243,130.40368768138097,,-151.6555094407998,-275.66926073516936,115.1861620322712
0,0,0.0,0.0,,,-508.8188224840586,105.40970593906933,117.36338665074696,,-509.33146230457066,105.67876007230936,117.42863247279163
0,6,0.0,0.0,,,-98.28032131484991,-235.3121643152211,127.13136497596297,,-97.74224462727577,-234.7100562239196,127.30850706646278
0,5,0.0,0.0,,,-326.6753048701139,-126.91719532999512,143.0767182356257,,-326.18229612995424,-126.40279921743526,142.95564323944342
0,0,0.0,0.0,,,-510.4725503205222,105.81731324223736,117.45910328722825,,-511.0346826281608,105.67876007230936,117.42255742664202
0,1,0.0,0.0,,,-326.2931729627563,-179.38582036229982,142.7943291530457,,-327.0763301160766,-179.43715119405695,142.98939103721096
0,2,0.0,0.0,,,-329.92164739011,108.99067042247565,144.72737851342728,,-330.4391267447382,108.40059830940868,144.85428426727736
0,6,0.0,0.0,,,-107.86166442662083,-235.85024100279523,126.9352678884068,,-107.20309679019142,-236.31751966009645,126.80226217655049
0,3,0.0,0.0,,,-320.821029332997,75.56967007114874,142.33935833286685,,-321.48584963335264,75.40838641140871,142.50452612410766
0,1,0.0,0.0,,,-323.2931729627563,-180.1896679395932,142.04354752396844,,-323.99707236856574,-179.8425431672321,142.22027109392928
0,3,0.0,0.0,,,-322.1081326314939,68.89154402021113,142.63642298110028,,-321.48584963335264,68.60735689719448,142.48027124281893
0,5,0.0,0.0,,,-328.56564010149884,-127.87028229949324,143.54458910356328,,-327.8843681302148,-127.66164510330503,143.37548870895952
0,3,0.0,0.0,,,-323.1374732952534,69.78347278262588,142.89622362884347,,-322.66538739852535,69.28836334343627,142.7767645463837
0,6,0.0,0.0,,,-96.57534372294516,-232.5987080220156,127.926682613535,,-96.3517982889036,-231.82276465150417,128.15301623373588
0,0,0.0,0.0,,,-509.33146230457066,105.67876007230936,117.42863247279163,,-509.89359461220926,105.81731324223736,117.46116830641448
0,4,0.0,0.0,,,-288.5810177302104,-128.35947965241482,133.57448052111334,,-288.3086297451648,-128.94823663353796,133.5044731344742
0,0,0.0,0.0,,,-512.3095613468714,102.31718116292038,116.5799796830408,,-511.9806770190601,101.84070995591176,116.4623700512982
0,2,0.0,0.0,,,-320.13572950792303,107.04413032954687,142.28075877893724,,-320.48285428028413,107.74802973535635,142.36980905463636
0,6,0.0,0.0,,,-108.46377251792232,-235.3121643152211,127.08907432420716,,-107.86166442662083,-235.85024100279523,126.9352678884068
0,4,0.0,0.0,,,-283.34977901954505,-125.5860524164256,132.28019788599224,,-283.7958993623165,-125.11508889662396,132.39309751464327
0,4,0.0,0.0,,,-283.7958993623165,-129.6880612273898,132.3767886748143,,-283.34977901954505,-129.21709770758818,132.26724829177166
0,0,0.0,0.0,,,-509.33146230457066,101.18773717437152,116.30903531495493,,-508.8188224840586,101.45679130761158,116.37793810436268
0,6,0.0,0.0,,,-96.2165365545958,-229.41420632473628,128.8532446404595,,-96.3517982889036,-228.6181127758656,129.083941641081
0,6,0.0,0.0,,,-104.9743728542054,-237.2406873411674,126.5433450675155,,-104.17827930533473,-237.3759490754752,126.50735871057316
0,1,0.0,0.0,,,-329.2931729627563,-180.1896679395932,143.53937717149216,,-329.9457415368086,-180.62570032055245,143.7005106955257
0,1,0.0,0.0,,,-325.51001580943597,-191.3344895305427,142.5564710165106,,-324.74025869214114,-191.18137532003425,142.36511282313649
0,2,0.0,0.0,,,-319.67900670299076,104.74802973535635,142.15870681850964,,-319.7303375347479,105.53118688867666,142.17429686443694
0,5,0.0,0.0,,,-325.78331223670534,-125.8124833431624,142.85827985897018,,-325.4898312305479,-125.16323002009402,142.7874290613931
0,6,0.0,0.0,,,-104.9743728542054,-223.2001900862024,130.62199577081583,,-105.75031622471684,-223.42373552024395,130.553835233508
0,1,0.0,0.0,,,-320.74989576768854,-183.0897197681093,141.3991533397647,,-321.09702054004964,-182.38582036229985,141.4882036154638
0,2,0.0,0.0,,,-323.3829061088002,110.29130693042408,143.10187653310186,,-324.12609243237563,110.54358469309076,143.2880562677414
0,1,0.0,0.0,,,-320.4976180050219,-186.93873463291496,141.32253229600263,,-320.3445037945134,-186.16897751562013,141.28710539340125
0,1,0.0,0.0,,,-331.4893253854629,-182.38582036229985,144.07905656444268,,-331.836450157824,-183.0897197681093,144.16308613070615
0,4,0.0,0.0,,,-288.3086297451648,-128.94823663353796,133.5044731344742,,-287.9160446924314,-129.46467343856716,133.40475794431188
0,6,0.0,0.0,,,-110.3922955438686,-231.82276465150417,128.09470773222228,,-110.16875010982707,-232.5987080220156,127.87023082678618
0,1,0.0,0.0,,,-322.050532275637,-189.62846104941912,141.70008897946687,,-321.53305292100885,-189.0383889363521,141.5731832256168
0,4,0.0,0.0,,,-282.738058216662,-127.40157506200688,132.1212180700554,,-282.8081965495318,-126.7566637413738,132.14100388531395
0,1,0.0,0.0,,,-322.64060438870393,-180.6257003205524,141.8793039079654,,-323.2931729627563,-180.1896679395932,142.04354752396844
0,3,0.0,0.0,,,-323.8910512820128,72.34992371564027,143.09324721804813,,-323.8910512820128,71.66581959296292,143.0908074603247
0,5,0.0,0.0,,,-327.8843681302148,-119.86591603145168,143.40329104135665,,-328.56564010149884,-119.65727883526348,143.57387958431073
0,1,0.0,0.0,,,-331.836450157824,-187.68192095649036,144.1467087139569,,-331.4893253854629,-188.38582036229985,144.0576584382578
0,3,0.0,0.0,,,-316.7755230673281,72.68887810054339,141.3205197059452,,-316.96825747095573,73.34527119947302,141.37091027551216
0,1,0.0,0.0,,,-325.51001580943597,-179.43715119405695,142.59890114100872,,-326.2931729627563,-179.38582036229982,142.7943291530457
0,4,0.0,0.0,,,-283.01533195764915,-126.1419077573261,132.19483620375286,,-283.34977901954505,-125.5860524164256,132.28019788599224
0,0,0.0,0.0,,,-508.38546791367133,101.84070995591176,116.47519344292306,,-508.05658358586,102.31718116292038,116.59514920386766
0,0,0.0,0.0,,,-511.9806770190601,101.84070995591176,116.4623700512982,,-511.5473224486728,101.45679130761158,116.36820609085
0,5,0.0,0.0,,,-329.98423378163807,-119.5970177153263,143.92775691090915,,-330.68074513314264,-119.7471273942808,144.10086528817007
0,5,0.0,0.0,,,-326.18229612995424,-121.12476191732146,142.97446659080285,,-326.6753048701139,-120.6103658047616,143.09921062462695
0,6,0.0,0.0,,,-110.16875010982707,-232.5987080220156,127.87023082678618,,-109.85973218958895,-233.34474327607077,127.65479694386588
0,6,0.0,0.0,,,-110.52755727817645,-229.41420632473628,128.793812687419,,-110.57283431796093,-230.2204387136849,128.55942068001428
0,2,0.0,0.0,,,-322.0264381289384,99.98790969360894,142.72695679736844,,-321.4363660158715,100.50538904823706,142.58169441863944
0,2,0.0,0.0,,,-329.3315752770431,109.50814977710375,144.58211613469825,,-329.92164739011,108.99067042247565,144.72737851342728
0,3,0.0,0.0,,,-323.5073279073624,73.65676551595062,143.00224374563095,,-323.761583725524,73.02166518561287,143.06336598460643
0,6,0.0,0.0,,,-103.37204691638613,-237.42122611525969,126.49755428376484,,-102.5658145274375,-237.3759490754752,126.51405508344624
0,0,0.0,0.0,,,-507.85128306231104,102.85851415398844,116.73083399439189,,-507.7814976632161,103.43324862334045,116.87436230766455
0,6,0.0,0.0,,,-100.9937776080554,-237.01714190712585,126.62481413979523,,-100.24774235400024,-236.70812398688776,126.71767953706532
0,2,0.0,0.0,,,-327.2319209736059,110.54358469309076,144.06235466975767,,-327.9751072971813,110.29130693042408,144.24673498059752
0,4,0.0,0.0,,,-287.9160446924314,-125.3384766854466,133.41947342410973,,-288.30862974516475,-125.85491349047582,133.51550502096518
0,2,0.0,0.0,,,-322.67900670299076,109.944182158063,142.92515296314102,,-323.3829061088002,110.29130693042408,143.10187653310186
0,0,0.0,0.0,,,-511.5473224486728,101.45679130761158,116.36820609085,,-511.0346826281608,101.18773717437152,116.3029602688053
0,4,0.0,0.0,,,-286.84847268268175,-130.18850522145726,133.13602552649908,,-286.2234042063203,-130.36205462963147,132.97957392803085
0,6,0.0,0.0,,,-98.88242940615136,-224.59063642457457,130.24338148489647,,-99.5409970425808,-224.12335776727335,130.37638719675277
0,3,0.0,0.0,,,-320.821029332997,68.44607323745446,142.31395306221054,,-320.13770006825416,68.41352225267455,142.1434796116601
0,4,0.0,0.0,,,-288.5810177302104,-126.44367047159896,133.5813129755462,,-288.72047208812506,-127.07721800673508,133.6138201810369
0,6,0.0,0.0,,,-109.46912786279763,-226.3893888398796,129.67689319161911,,-109.85973218958895,-227.09613415129903,129.46996727142582
0,2,0.0,0.0,,,-331.62767587123363,103.96487258203604,145.13477606762976,,-331.47456166072516,103.19511546474124,145.0938587117192
0,3,0.0,0.0,,,-318.22162863406055,74.93906228490792,141.68906592349248,,-318.8140801831328,75.2811143462466,141.83798690099147
0,4,0.0,0.0,,,-287.4216194127492,-129.88464205647756,133.27999752209297,,-286.84847268268175,-130.18850522145726,133.13602552649908
0,5,0.0,0.0,,,-327.24815549334875,-120.1866876935144,143.24353610188086,,-327.8843681302148,-119.86591603145168,143.40329104135665
0,1,0.0,0.0,,,-327.8460872333714,-179.5902654045654,143.18074923058512,,-328.5892735569468,-179.8425431672321,143.36512954142495
0,5,0.0,0.0,,,-331.34186914404177,-120.01278887192328,144.26473932789867,,-331.94858648024734,-120.38635955123064,144.4146646723367
0,3,0.0,0.0,,,-323.1374732952534,74.23227052597731,142.9120896180907,,-323.5073279073624,73.65676551595062,143.00224374563095
0,2,0.0,0.0,,,-321.4363660158715,100.50538904823706,142.58169441863944,,-320.91888666124333,101.09546116130404,142.45478866478933
0,5,0.0,0.0,,,-325.4898312305479,-122.3643311146627,142.79741092671932,,-325.78331223670534,-121.71507779159433,142.87289265914072
0,5,0.0,0.0,,,-332.9310518212966,-121.411445540572,144.65594231657929,,-333.2785360870484,-122.03347099306208,144.7403534978521
0,0,0.0,0.0,,,-511.9806770190601,105.02578729076912,117.25639929867388,,-512.3095613468714,104.54931608376052,117.13644353772926
0,5,0.0,0.0,,,-327.24815549334875,-127.34087344124232,143.2180217403175,,-326.6753048701139,-126.91719532999512,143.0767182356257
0,6,0.0,0.0,,,-99.5409970425808,-224.12335776727335,130.37638719675277,,-100.24774235400024,-223.73275344048204,130.4869195606667
0,1,0.0,0.0,,,-320.74989576768854,-187.68192095649036,141.38277592301546,,-320.4976180050219,-186.93873463291496,141.32253229600263
0,3,0.0,0.0,,,-322.66538739852535,74.72737996516692,142.79616200704928,,-323.1374732952534,74.23227052597731,142.9120896180907
0,2,0.0,0.0,,,-330.4391267447382,101.09546116130404,144.82823155952852,,-329.92164739011,100.50538904823706,144.6971169931672
0,0,0.0,0.0,,,-507.7814976632161,103.43324862334045,116.87436230766455,,-507.85128306231104,104.00798309269246,117.01739279982247
0,5,0.0,0.0,,,-325.24987152309507,-123.76378056737836,142.73259685328637,,-325.3102960256895,-123.05384405051451,142.75019286555116
