obstruction_ring_edge_id,site_model_obstruction_id,angle_between_bearing_vector_and_right_vector,angle_between_bearing_vector_and_up_vector,bearing_vector,edge_condition,end_point_x,end_point_y,end_point_z,siding_material,start_point_x,start_point_y,start_point_z,obstruction_ring_winding_direction
0,6,0.0,0.0,,,-104.9743728542054,-223.2001900862024,148.68109508953842,None,-105.75031622471684,-223.42373552024395,148.68109508953842,
0,3,0.0,0.0,,,-317.28173212358956,70.06241611432358,159.09324721804813,None,-316.96825747095573,70.67047210913017,159.09324721804813,
0,5,0.0,0.0,,,-331.94858648024734,-120.38635955123064,161.82464865809075,None,-332.4834429886442,-120.85709248391755,161.82464865809075,
0,2,0.0,0.0,,,-330.8751591256974,107.74802973535635,164.15036611355706,None,-331.2222838980585,107.04413032954687,164.15036611355706,
0,1,0.0,0.0,,,-329.9457415368086,-180.62570032055245,163.26876067438448,None,-330.53581364987554,-181.14317967518053,163.26876067438448,
0,2,0.0,0.0,,,-322.67900670299076,109.944182158063,164.15036611355706,None,-323.3829061088002,110.29130693042408,164.15036611355706,
0,0,0.0,0.0,,,-509.33146230457066,105.67876007230936,131.4611683064145,None,-509.89359461220926,105.81731324223736,131.4611683064145,
0,3,0.0,0.0,,,-318.8140801831328,75.2811143462466,159.09324721804813,None,-319.460559139149,75.50486288834773,159.09324721804813,
0,5,0.0,0.0,,,-330.68074513314264,-127.78043374047591,161.82464865809075,None,-329.98423378163807,-127.93054341943042,161.82464865809075,
0,5,0.0,0.0,,,-329.98423378163807,-127.93054341943042,161.82464865809075,None,-329.27237245297584,-127.9607829175374,161.82464865809075,
0,5,0.0,0.0,,,-333.2785360870484,-125.49409014169466,161.82464865809075,None,-332.9310518212966,-126.11611559418472,161.82464865809075,
0,6,0.0,0.0,,,-96.88436164318324,-227.09613415129903,148.68109508953842,None,-97.27496596997456,-226.3893888398796,148.68109508953842,
0,6,0.0,0.0,,,-97.27496596997456,-234.0514885874902,148.68109508953842,None,-96.88436164318324,-233.34474327607077,148.68109508953842,
0,1,0.0,0.0,,,-324.74025869214114,-179.5902654045654,163.26876067438448,None,-325.51001580943597,-179.43715119405695,163.26876067438448,
0,6,0.0,0.0,,,-98.28032131484991,-225.1287131121487,148.68109508953842,None,-98.88242940615136,-224.59063642457457,148.68109508953842,
0,6,0.0,0.0,,,-109.00184920549644,-234.71005622391965,148.68109508953842,None,-108.46377251792232,-235.3121643152211,148.68109508953842,
0,6,0.0,0.0,,,-101.76972097856684,-223.2001900862024,148.68109508953842,None,-102.5658145274375,-223.0649283518946,148.68109508953842,
0,2,0.0,0.0,,,-319.88345174525637,106.30094400597147,164.15036611355706,None,-320.13572950792303,107.04413032954687,164.15036611355706,
0,6,0.0,0.0,,,-102.5658145274375,-223.0649283518946,148.68109508953842,None,-103.37204691638613,-223.0196513121101,148.68109508953842,
0,5,0.0,0.0,,,-329.27237245297584,-127.9607829175374,161.82464865809075,None,-328.56564010149884,-127.87028229949324,161.82464865809075,
0,6,0.0,0.0,,,-99.5409970425808,-236.31751966009645,148.68109508953842,None,-98.88242940615136,-235.85024100279523,148.68109508953842,
0,6,0.0,0.0,,,-109.46912786279763,-234.0514885874902,148.68109508953842,None,-109.00184920549644,-234.71005622391965,148.68109508953842,
0,3,0.0,0.0,,,-317.70461723453315,74.49106935703644,159.09324721804813,None,-318.22162863406055,74.93906228490792,159.09324721804813,
0,5,0.0,0.0,,,-326.6753048701139,-126.91719532999512,161.82464865809075,None,-326.18229612995424,-126.40279921743526,161.82464865809075,
0,2,0.0,0.0,,,-320.48285428028413,101.74802973535635,164.15036611355706,None,-320.13572950792303,102.45192914116582,164.15036611355706,
0,4,0.0,0.0,,,-287.4216194127492,-129.88464205647756,147.6138201810369,None,-286.84847268268175,-130.18850522145726,147.6138201810369,
0,1,0.0,0.0,,,-322.64060438870393,-190.1459404040472,163.26876067438448,None,-322.050532275637,-189.62846104941912,163.26876067438448,
0,0,0.0,0.0,,,-511.0346826281608,105.67876007230936,131.4611683064145,None,-511.5473224486728,105.40970593906933,131.4611683064145,
0,3,0.0,0.0,,,-316.96825747095573,73.34527119947302,159.09324721804813,None,-317.28173212358956,73.95332719427961,159.09324721804813,
0,3,0.0,0.0,,,-323.8910512820128,71.66581959296292,159.09324721804813,None,-323.761583725524,70.9940781229903,159.09324721804813,
0,3,0.0,0.0,,,-323.1374732952534,74.23227052597731,159.09324721804813,None,-323.5073279073624,73.65676551595062,159.09324721804813,
0,2,0.0,0.0,,,-320.13572950792303,102.45192914116582,164.15036611355706,None,-319.88345174525637,103.19511546474124,164.15036611355706,
0,4,0.0,0.0,,,-284.93547320107433,-130.29222503956456,147.6138201810369,None,-284.3328328945626,-130.05211119534496,147.6138201810369,
0,6,0.0,0.0,,,-96.3517982889036,-231.82276465150417,148.68109508953842,None,-96.2165365545958,-231.02667110263351,148.68109508953842,
0,4,0.0,0.0,,,-288.5810177302104,-128.35947965241482,147.6138201810369,None,-288.3086297451648,-128.94823663353796,147.6138201810369,
0,6,0.0,0.0,,,-103.37204691638613,-237.42122611525969,148.68109508953842,None,-102.5658145274375,-237.3759490754752,148.68109508953842,
0,3,0.0,0.0,,,-322.66538739852535,69.28836334343627,159.09324721804813,None,-322.1081326314939,68.89154402021113,159.09324721804813,
0,6,0.0,0.0,,,-104.9743728542054,-237.2406873411674,148.68109508953842,None,-104.17827930533473,-237.3759490754752,148.68109508953842,
0,3,0.0,0.0,,,-323.1374732952534,69.78347278262588,159.09324721804813,None,-322.66538739852535,69.28836334343627,159.09324721804813,
0,5,0.0,0.0,,,-332.4834429886442,-126.67046865083915,161.82464865809075,None,-331.94858648024734,-127.1412015835261,161.82464865809075,
0,1,0.0,0.0,,,-326.2931729627563,-179.38582036229982,163.26876067438448,None,-327.0763301160766,-179.43715119405695,163.26876067438448,
0,1,0.0,0.0,,,-332.08872792049067,-183.8329060916847,163.26876067438448,None,-332.24184213099915,-184.60266320897952,163.26876067438448,
