polygon_exterior_ring_edge_id,mounting_plane_id,angle_between_bearing_vector_and_right_vector,angle_between_bearing_vector_and_up_vector,bearing_vector,edge_condition,end_point_x,end_point_y,end_point_z,siding_material,start_point_x,start_point_y,start_point_z,polygon_exterior_ring_winding_direction
146,16,0.0,0.0,,sharedconcave,-160.790180350421,182.985355782074,153.775595472,,-70.9296357274742,75.4519131461329,153.751973424,
190,23,0.0,0.0,,wallup,-562.043532986776,-183.2011672972,165.122052528,,-502.315057279156,-131.62685077726,125.779531584,
7,33,0.0,0.0,,,932.606795696644,140.058287871986,268.456701504,,932.529827905586,103.335147933265,268.456701504,
43,1,0.0,0.0,,,-867.495954428823,115.327796739861,236.22048,,-788.526849121119,183.52143625352,323.181112704,
96,9,0.0,0.0,,,-231.366012703735,-63.0852437275631,236.22048,,-325.927814963511,-144.739253408658,319.259852736,
129,14,0.0,0.0,,wallup,-231.366012703735,-63.0852437275631,141.188980896,,-303.946522729879,20.9706074685821,178.125989952,
69,5,0.0,0.0,,sharedconvexpeak,-626.750438550249,-3.83108460726382,323.181112704,,-788.526849121119,183.52143625352,323.181112704,
18,35,0.0,0.0,,wallup,894.425240325259,140.136158904192,208.724416128,,894.3482725342,103.413018965471,208.692920064,
170,20,0.0,0.0,,sharedconvex,-510.480067103727,52.2482807159186,312.04725408,,-509.139584335028,33.7755700058719,304.641742032,
21,35,0.0,0.0,,,753.348863165859,335.715595369631,150.0000048,,911.739892642112,335.715595369632,215.933077776,
46,1,0.0,0.0,,sharedconvex,-620.758755123267,-6.05802321101577,325.74804192,,-617.367355193678,-24.0656689500083,318.078750336,
14,35,0.0,0.0,,,753.341240417301,-90.4683828574191,150.0000048,,753.348863165859,335.715595369631,150.0000048,
36,30,0.0,0.0,,,509.339518671377,492.055988051827,118.11024,,448.892136404459,564.436359215726,157.366146768,
41,0,0.0,0.0,,,-718.896684806277,-111.734082046961,318.078750336,,-783.108890183849,-37.3706185207653,236.22048,
104,10,0.0,0.0,,wallup,-524.715279215913,-306.012467161701,139.830713136,,-557.715391742169,-334.459028890116,118.11024,
80,6,0.0,0.0,,sharedconcave,-520.154871907669,80.1982261737435,325.74804192,,-511.648674237932,70.3429747303302,319.259852736,
127,14,0.0,0.0,,wallup,-292.331607316294,30.9999823741353,178.212604128,,-289.4559277458,27.6695345859545,176.75197416,
140,15,0.0,0.0,,wallup,-226.105724637274,82.3739545273433,177.236226144,,-223.971099627464,84.2146978461927,178.870084464,
97,9,0.0,0.0,,,-303.946522729879,20.9706074685821,236.22048,,-231.366012703735,-63.0852437275631,236.22048,
117,12,0.0,0.0,,,-530.523979001608,-253.348599615636,191.114179344,,-507.652826408595,-233.125765236557,180.00000576,
204,26,0.0,0.0,,,-382.772441318702,-614.503175556392,150.771658368,,-595.843996436118,-367.325998484625,150.771658368,
40,0,0.0,0.0,,,-783.108890183849,-37.3706185207653,236.22048,,-755.916629981929,-13.8894938716895,236.22048,
107,10,0.0,0.0,,sharedconvexpeak,-562.043532986776,-183.2011672972,165.122052528,,-514.651368302806,-239.315086242606,165.122052528,
161,18,0.0,0.0,,wallup,-425.548334256951,-220.530767611745,150.818902464,,-420.489806091697,-226.389330614614,150.814965456,
82,7,0.0,0.0,,,-805.863989989649,-313.189259733158,108.842523168,,-731.695097622003,-396.34109962884,220.267723584,
85,8,0.0,0.0,,sharedconvexpeak,-986.146882507849,-623.313074117179,220.267723584,,-731.695097622003,-396.34109962884,220.267723584,
102,10,0.0,0.0,,sharedconcave,-562.957579267034,-328.715708399625,117.960633696,,-548.418163756402,-239.241968724892,152.28346944,
219,28,0.0,0.0,,sharedconcave,-548.418163756402,-239.241968724892,152.28346944,,-562.957579267034,-328.715708399625,117.960633696,
68,4,0.0,0.0,,sharedconcave,-626.750438550249,-3.83108460726382,323.181112704,,-628.904329116377,218.774647126071,245.401582656,
153,16,0.0,0.0,,sharedconvexpeak,49.3716651214211,-186.783580711236,203.421266352,,-154.205025409754,58.1023568708339,203.421266352,
72,5,0.0,0.0,,,-788.526849121119,183.52143625352,323.181112704,,-679.643989164278,277.538115355145,245.401582656,
99,10,0.0,0.0,,,-668.598190046942,-203.166564738115,118.11024,,-690.664284196238,-177.041508906597,118.11024,
120,13,0.0,0.0,,,-524.715279215913,-306.012467161701,180.00000576,,-553.395131594621,-273.571433994715,180.00000576,
114,12,0.0,0.0,,sharedconvexpeak,-501.585959165215,-286.076791051799,191.114179344,,-530.523979001608,-253.348599615636,191.114179344,
116,12,0.0,0.0,,,-507.652826408595,-233.125765236557,180.00000576,,-478.460571589657,-266.141303810305,180.00000576,
92,8,0.0,0.0,,,-731.695097622003,-396.34109962884,220.267723584,,-657.522461647626,-479.488818180975,108.842523168,
160,17,0.0,0.0,,,52.6638288916491,112.415694924209,144.000004608,,-38.5469673025512,36.492031550356,153.755910432,
186,23,0.0,0.0,,wallup,-507.652826408595,-233.125765236557,160.464572064,,-514.651368302806,-239.315086242606,165.122052528,
110,11,0.0,0.0,,,-581.875823703875,-590.290578727263,96.000003072,,-817.950922786783,-800.873917815346,96.000003072,
42,1,0.0,0.0,,sharedconvexpeak,-788.526849121119,183.52143625352,323.181112704,,-626.750438550249,-3.83108460726382,323.181112704,
45,1,0.0,0.0,,sharedconcave,-617.367355193678,-24.0656689500083,318.078750336,,-755.916629981929,-13.8894938716895,236.22048,
118,13,0.0,0.0,,sharedconvexpeak,-530.523979001608,-253.348599615636,191.114179344,,-501.585959165215,-286.076791051799,191.114179344,
125,14,0.0,0.0,,sharedconcave,-226.105724637274,82.3739545273433,177.236226144,,-216.244604083585,41.5992833614765,164.716540704,
20,35,0.0,0.0,,sharedconvexpeak,911.739892642112,335.715595369632,215.933077776,,911.738222184215,140.100524426228,215.933077776,
2,31,0.0,0.0,,sharedconvex,894.425240325259,140.136158904192,268.456701504,,912.746265727316,121.737976842667,274.563000912,
11,34,0.0,0.0,,sharedconvex,912.746265727316,121.737976842667,274.563000912,,894.425240325259,140.136158904192,268.456701504,
105,10,0.0,0.0,,wallup,-553.395131594621,-273.571433994715,139.342524144,,-524.715279215913,-306.012467161701,139.830713136,
131,15,0.0,0.0,,sharedconcave,-195.790913303784,-45.9060790507881,138.000004416,,-216.244604083585,41.5992833614765,164.716540704,
94,9,0.0,0.0,,sharedconcave,-511.648674237932,70.3429747303302,319.259852736,,-308.215395012682,17.2812558806061,240.00000768,
192,24,0.0,0.0,,,-237.726541943996,594.583386411185,293.106308592,,-151.415548610509,669.203563695471,236.22048,
183,22,0.0,0.0,,,-395.310133528149,-559.032899598574,227.940952176,,-411.346498519856,-572.857492706931,226.20079464,
162,18,0.0,0.0,,,-510.673514837748,-293.907587462038,234.893708304,,-425.548334256951,-220.530767611745,150.818902464,
199,25,0.0,0.0,,sharedconcave,-111.320269894846,437.568999685925,289.582686432,,-297.194378757834,488.915984696383,236.22048,
133,15,0.0,0.0,,,-94.1901836038212,-199.854953393307,124.594492176,,-78.4245115682525,-186.713423926017,138.000004416,
159,17,0.0,0.0,,transition,-38.5469673025512,36.492031550356,153.755910432,,-53.2998882743887,54.0486047273451,153.763784448,
109,10,0.0,0.0,,wallup,-674.380139509344,-163.28778793479,128.736224592,,-616.545427278097,-230.263650919359,129.220476576,
26,36,0.0,0.0,,,911.739892642112,335.715595369632,215.933077776,,1070.13504346191,335.711851762903,150.0000048,
65,4,0.0,0.0,,wallup,-275.270900807817,292.268854074849,325.74804192,,-520.154871907669,80.1982261737435,325.74804192,
8,33,0.0,0.0,,sharedconvex,914.20487002839,121.733141126381,274.563000912,,932.606795696644,140.058287871986,268.456701504,
151,16,0.0,0.0,,wallup,-196.184671643088,108.209169277543,203.586620688,,-150.444227740555,147.708777581516,163.64173752,
35,30,0.0,0.0,,sharedconvexpeak,448.892136404459,564.436359215726,157.366146768,,631.112470909755,716.616934485269,157.366146768,
15,35,0.0,0.0,,,911.732269893553,-90.4683828574182,215.933077776,,753.341240417301,-90.4683828574191,150.0000048,
48,2,0.0,0.0,,sharedconvex,-511.448035804066,67.3964514024758,318.078750336,,-511.648674237932,70.3429747303302,319.259852736,
171,20,0.0,0.0,,transition,-710.987771737041,-120.888833772217,312.04725408,,-510.480067103727,52.2482807159186,312.04725408,
75,6,0.0,0.0,,sharedconvexpeak,-718.896684806277,-111.734082046961,318.078750336,,-617.367355193678,-24.0656689500083,318.078750336,
86,8,0.0,0.0,,,-911.974057665064,-706.464725144452,108.842523168,,-986.146882507849,-623.313074117179,220.267723584,
13,34,0.0,0.0,,sharedconvex,932.606795696644,140.058287871986,268.456701504,,914.20487002839,121.733141126381,274.563000912,
81,7,0.0,0.0,,sharedconvexpeak,-731.695097622003,-396.34109962884,220.267723584,,-986.146882507849,-623.313074117179,220.267723584,
179,22,0.0,0.0,,,-490.105458364712,-318.38607676036,234.590558688,,-461.400351441796,-351.68121250607,234.956700432,
78,6,0.0,0.0,,sharedconvex,-511.448035804066,67.3964514024758,318.078750336,,-510.480067103727,52.2482807159186,312.04725408,
189,23,0.0,0.0,,wallup,-502.315057279156,-131.62685077726,125.779531584,,-425.548334256951,-220.530767611745,125.13779928,
158,17,0.0,0.0,,transition,-53.2998882743887,54.0486047273451,153.763784448,,-70.9296357274742,75.4519131461329,153.751973424,
80,13,0.0,0.0,,SharedConcave,-173.30708661417324,94.85826771653544,128.42519685039372,,-52.84645669291339,96.35433070866142,128.42519685039372,
66,11,0.0,0.0,,,125.8503937007874,-474.8543307086614,132.0984251968504,,122.50393700787404,-290.9488188976378,184.84251968503935,
29,5,0.0,0.0,,WallUp,-503.4724409448819,-200.22834645669292,133.748031496063,,-509.8070866141732,-200.3070866141732,131.62992125984252,
14,4,0.0,0.0,,WallUp,-502.1102362204725,98.61417322834646,130.9724409448819,,-503.10629921259846,98.6023622047244,130.9724409448819,
43,7,0.0,0.0,,,-524.4685039370079,-313.15748031496065,133.748031496063,,-525.1692913385826,-256.83070866141736,165.33858267716536,
35,5,0.0,0.0,,SharedConvexPeak,-345.65354330708664,277.3307086614173,188.4055118110236,,-335.5669291338583,-535.7086614173228,188.4055118110236,
2,0,0.0,0.0,,SharedConvex,-167.95669291338584,-68.38188976377954,100.39370078740156,,-117.5236220472441,-115.0472440944882,118.54330708661418,
87,14,0.0,0.0,,SharedConvexPeak,451.1653543307087,303.84645669291336,193.8070866141732,,-505.503937007874,291.9763779527559,193.8070866141732,
85,14,0.0,0.0,,,-508.3937007874016,524.9291338582677,118.11023622047244,,448.2755905511811,536.7992125984252,118.11023622047244,
13,3,0.0,0.0,,,-167.95669291338584,-68.38188976377954,100.39370078740156,,-56.59842519685039,-67.0275590551181,100.39370078740156,
74,12,0.0,0.0,,WallUp,183.46456692913387,-289.2834645669292,181.8740157480315,,168.76771653543307,-289.46456692913387,178.48031496062993,
3,1,0.0,0.0,,,-55.4488188976378,-161.5708661417323,100.39370078740156,,-166.80708661417324,-162.92519685039372,100.39370078740156,
20,4,0.0,0.0,,SharedConcave,188.94094488188975,272.70472440944883,184.748031496063,,-52.84645669291339,96.35433070866142,128.42519685039372,
64,11,0.0,0.0,,SharedConvexPeak,196.244094488189,-288.9488188976378,184.84251968503935,,412.5629921259843,-285.6653543307087,184.84251968503935,
1,0,0.0,0.0,,SharedConvex,-117.5236220472441,-115.0472440944882,118.54330708661418,,-166.80708661417324,-162.92519685039372,100.39370078740156,
33,5,0.0,0.0,,,-505.6220472440945,-537.8188976377953,131.62992125984252,,-508.40944881889766,-312.95669291338584,131.62992125984252,
65,11,0.0,0.0,,,122.50393700787404,-290.9488188976378,184.84251968503935,,196.244094488189,-288.9488188976378,184.84251968503935,
46,8,0.0,0.0,,,-165.51181102362204,-533.5984251968504,131.62992125984252,,-335.5669291338583,-535.7086614173228,188.4055118110236,
10,3,0.0,0.0,,SharedConvex,-117.5236220472441,-115.0472440944882,118.54330708661418,,-167.95669291338584,-68.38188976377954,100.39370078740156,
28,5,0.0,0.0,,,-509.8070866141732,-200.3070866141732,131.62992125984252,,-513.5157480314961,98.47244094488188,131.62992125984252,
73,12,0.0,0.0,,,168.76771653543307,-289.46456692913387,178.48031496062993,,168.76771653543307,-289.6692913385827,178.48031496062993,
38,6,0.0,0.0,,SharedConvexPeak,-408.1377952755906,-255.3779527559055,165.33858267716536,,-525.1692913385826,-256.83070866141736,165.33858267716536,
48,8,0.0,0.0,,SharedConcave,-345.65354330708664,277.3307086614173,188.4055118110236,,-173.42913385826773,104.7244094488189,131.62992125984252,
62,10,0.0,0.0,,,196.244094488189,-288.9488188976378,184.84251968503935,,196.22834645669295,-287.98425196850394,184.5472440944882,
69,12,0.0,0.0,,,-52.51968503937008,-310.9763779527559,127.33464566929136,,-57.50787401574804,91.16141732283464,127.33464566929136,
76,12,0.0,0.0,,SharedConvex,195.9055118110236,-288.6377952755906,184.748031496063,,195.94094488188975,-288.9527559055118,184.72834645669292,
27,5,0.0,0.0,,,-513.5157480314961,98.47244094488188,131.62992125984252,,-502.1102362204725,98.61417322834646,135.43700787401576,
18,4,0.0,0.0,,WallUp,-173.30708661417324,94.85826771653544,128.42519685039372,,-173.42913385826773,104.7244094488189,131.62992125984252,
19,4,0.0,0.0,,SharedConcave,-52.84645669291339,96.35433070866142,128.42519685039372,,-173.30708661417324,94.85826771653544,128.42519685039372,
57,9,0.0,0.0,,SharedConcave,188.94094488188975,272.70472440944883,184.748031496063,,291.66141732283467,88.25196850393701,124.40551181102364,
67,11,0.0,0.0,,,415.9133858267717,-469.5748031496063,132.0984251968504,,125.8503937007874,-474.8543307086614,132.0984251968504,
63,11,0.0,0.0,,,412.5629921259843,-285.6653543307087,184.84251968503935,,415.9133858267717,-469.5748031496063,132.0984251968504,
30,5,0.0,0.0,,SharedConcave,-408.1377952755906,-255.3779527559055,165.33858267716536,,-503.4724409448819,-200.22834645669292,133.748031496063,
0,0,0.0,0.0,,,-166.80708661417324,-162.92519685039372,100.39370078740156,,-167.95669291338584,-68.38188976377954,100.39370078740156,
61,10,0.0,0.0,,SharedConcave,196.22834645669295,-287.98425196850394,184.5472440944882,,289.90944881889766,-97.503937007874,126.84251968503938,
40,6,0.0,0.0,,,-525.8661417322835,-200.50393700787404,133.748031496063,,-503.4724409448819,-200.22834645669292,133.748031496063,
81,13,0.0,0.0,,WallUp,-172.62992125984255,40.20866141732284,116.80708661417324,,-173.30708661417324,94.85826771653544,128.42519685039372,
15,4,0.0,0.0,,WallUp,-502.2795275590551,112.36614173228348,135.43700787401576,,-502.1102362204725,98.61417322834646,130.9724409448819,
52,9,0.0,0.0,,WallUp,196.244094488189,-288.9488188976378,184.5433070866142,,195.94094488188975,-288.9527559055118,184.72834645669292,
45,7,0.0,0.0,,SharedConcave,-408.1377952755906,-255.3779527559055,165.33858267716536,,-502.07480314960634,-312.87795275590554,133.748031496063,
53,9,0.0,0.0,,WallUp,196.22834645669295,-287.98425196850394,184.5472440944882,,196.244094488189,-288.9488188976378,184.5433070866142,
82,13,0.0,0.0,,,-56.89370078740158,41.64173228346457,116.80708661417324,,-172.62992125984255,40.20866141732284,116.80708661417324,
26,4,0.0,0.0,,,-503.10629921259846,98.6023622047244,130.9724409448819,,-505.503937007874,291.9763779527559,193.8070866141732,
60,10,0.0,0.0,,,289.90944881889766,-97.503937007874,126.84251968503938,,409.0984251968504,-95.33464566929136,126.84251968503938,
8,2,0.0,0.0,,SharedConvex,-105.88188976377953,-114.90551181102364,118.54330708661418,,-56.59842519685039,-67.0275590551181,100.39370078740156,
77,12,0.0,0.0,,SharedConvexPeak,188.94094488188975,272.70472440944883,184.748031496063,,195.9055118110236,-288.6377952755906,184.748031496063,
17,4,0.0,0.0,,SharedConcave,-173.42913385826773,104.7244094488189,131.62992125984252,,-345.65354330708664,277.3307086614173,188.4055118110236,
32,5,0.0,0.0,,WallUp,-508.40944881889766,-312.95669291338584,131.62992125984252,,-502.07480314960634,-312.87795275590554,133.748031496063,
49,8,0.0,0.0,,SharedConvexPeak,-335.5669291338583,-535.7086614173228,188.4055118110236,,-345.65354330708664,277.3307086614173,188.4055118110236,
34,5,0.0,0.0,,,-335.5669291338583,-535.7086614173228,188.4055118110236,,-505.6220472440945,-537.8188976377953,131.62992125984252,
56,9,0.0,0.0,,,291.66141732283467,88.25196850393701,124.40551181102364,,293.9685039370079,-97.42913385826772,124.40551181102364,
79,13,0.0,0.0,,SharedConcave,-52.84645669291339,96.35433070866142,128.42519685039372,,-57.50787401574804,91.16141732283464,127.33464566929136,
83,13,0.0,0.0,,WallUp,-57.50787401574804,91.16141732283464,127.33464566929136,,-56.89370078740158,41.64173228346457,116.80708661417324,
6,1,0.0,0.0,,SharedConvex,-166.80708661417324,-162.92519685039372,100.39370078740156,,-117.5236220472441,-115.0472440944882,118.54330708661418,
68,12,0.0,0.0,,SharedConcave,-57.50787401574804,91.16141732283464,127.33464566929136,,-52.84645669291339,96.35433070866142,128.42519685039372,
4,1,0.0,0.0,,SharedConvex,-105.88188976377953,-114.90551181102364,118.54330708661418,,-55.4488188976378,-161.5708661417323,100.39370078740156,
31,5,0.0,0.0,,SharedConcave,-502.07480314960634,-312.87795275590554,133.748031496063,,-408.1377952755906,-255.3779527559055,165.33858267716536,
50,9,0.0,0.0,,SharedConvexPeak,195.9055118110236,-288.6377952755906,184.748031496063,,188.94094488188975,272.70472440944883,184.748031496063,
84,14,0.0,0.0,,,448.2755905511811,536.7992125984252,118.11023622047244,,451.1653543307087,303.84645669291336,193.8070866141732,
11,3,0.0,0.0,,SharedConvexPeak,-105.88188976377953,-114.90551181102364,118.54330708661418,,-117.5236220472441,-115.0472440944882,118.54330708661418,
71,12,0.0,0.0,,WallUp,122.50393700787404,-290.8858267716535,167.79527559055117,,122.83070866141732,-308.80314960629926,167.8188976377953,
25,4,0.0,0.0,,SharedConvexPeak,-505.503937007874,291.9763779527559,193.8070866141732,,451.1653543307087,303.84645669291336,193.8070866141732,
78,12,0.0,0.0,,SharedConcave,-52.84645669291339,96.35433070866142,128.42519685039372,,188.94094488188975,272.70472440944883,184.748031496063,
12,3,0.0,0.0,,SharedConvex,-56.59842519685039,-67.0275590551181,100.39370078740156,,-105.88188976377953,-114.90551181102364,118.54330708661418,
55,9,0.0,0.0,,WallUp,293.9685039370079,-97.42913385826772,124.40551181102364,,289.90944881889766,-97.503937007874,126.84251968503938,
75,12,0.0,0.0,,WallUp,195.94094488188975,-288.9527559055118,184.72834645669292,,183.46456692913387,-289.2834645669292,181.8740157480315,
42,7,0.0,0.0,,SharedConvexPeak,-525.1692913385826,-256.83070866141736,165.33858267716536,,-408.1377952755906,-255.3779527559055,165.33858267716536,
16,4,0.0,0.0,,SharedConcave,-345.65354330708664,277.3307086614173,188.4055118110236,,-502.2795275590551,112.36614173228348,135.43700787401576,
54,9,0.0,0.0,,SharedConcave,289.90944881889766,-97.503937007874,126.84251968503938,,196.22834645669295,-287.98425196850394,184.5472440944882,
58,10,0.0,0.0,,SharedConvexPeak,412.5629921259843,-285.6653543307087,184.84251968503935,,196.244094488189,-288.9488188976378,184.84251968503935,
5,1,0.0,0.0,,SharedConvexPeak,-117.5236220472441,-115.0472440944882,118.54330708661418,,-105.88188976377953,-114.90551181102364,118.54330708661418,
23,4,0.0,0.0,,,453.8818897637795,85.11811023622047,122.73228346456692,,291.7283464566929,83.10629921259843,122.73228346456692,
39,6,0.0,0.0,,SharedConcave,-503.4724409448819,-200.22834645669292,133.748031496063,,-408.1377952755906,-255.3779527559055,165.33858267716536,
44,7,0.0,0.0,,,-502.07480314960634,-312.87795275590554,133.748031496063,,-524.4685039370079,-313.15748031496065,133.748031496063,
41,6,0.0,0.0,,,-525.1692913385826,-256.83070866141736,165.33858267716536,,-525.8661417322835,-200.50393700787404,133.748031496063,
7,2,0.0,0.0,,,-56.59842519685039,-67.0275590551181,100.39370078740156,,-55.4488188976378,-161.5708661417323,100.39370078740156,
51,9,0.0,0.0,,SharedConvex,195.94094488188975,-288.9527559055118,184.72834645669292,,195.9055118110236,-288.6377952755906,184.748031496063,
72,12,0.0,0.0,,WallUp,168.76771653543307,-289.6692913385827,178.48031496062993,,122.50393700787404,-290.8858267716535,167.79527559055117,
9,2,0.0,0.0,,SharedConvex,-55.4488188976378,-161.5708661417323,100.39370078740156,,-105.88188976377953,-114.90551181102364,118.54330708661418,
86,14,0.0,0.0,,,-505.503937007874,291.9763779527559,193.8070866141732,,-508.3937007874016,524.9291338582677,118.11023622047244,
21,4,0.0,0.0,,SharedConcave,291.66141732283467,88.25196850393701,124.40551181102364,,188.94094488188975,272.70472440944883,184.748031496063,
24,4,0.0,0.0,,,451.1653543307087,303.84645669291336,193.8070866141732,,453.8818897637795,85.11811023622047,122.73228346456692,
37,5,0.0,0.0,,,-502.1102362204725,98.61417322834646,135.43700787401576,,-502.2795275590551,112.36614173228348,135.43700787401576,
47,8,0.0,0.0,,,-173.42913385826773,104.7244094488189,131.62992125984252,,-165.51181102362204,-533.5984251968504,131.62992125984252,
70,12,0.0,0.0,,,122.83070866141732,-308.80314960629926,167.8188976377953,,-52.51968503937008,-310.9763779527559,127.33464566929136,
36,5,0.0,0.0,,SharedConcave,-502.2795275590551,112.36614173228348,135.43700787401576,,-345.65354330708664,277.3307086614173,188.4055118110236,
59,10,0.0,0.0,,,409.0984251968504,-95.33464566929136,126.84251968503938,,412.5629921259843,-285.6653543307087,184.84251968503935,
22,4,0.0,0.0,,WallUp,291.7283464566929,83.10629921259843,122.73228346456692,,291.66141732283467,88.25196850393701,124.40551181102364,
24,0,0.0,0.0,,sharedconvexpeak,5.999936547596011E-9,360.631318122,108.66002406,,5.999936547596011E-9,-341.901178086,108.66002406,
6,5,0.0,0.0,,,-260.784057738,478.539982854,0.0,,-105.173119626,478.539982854,0.0,
8,5,0.0,0.0,,wallup,-175.082342538,410.491113966,25.518325836,,-203.36410941,414.74004027,23.924978472,
34,7,0.0,0.0,,,205.149906462,-512.899889178,-43.303724676,,162.12680061,-512.899889178,-14.6216541,
38,6,0.0,0.0,,,162.12680061,-424.010052642,-14.6216541,,119.103694758,-424.010052642,-43.303724676,
19,2,0.0,0.0,,wallup,87.5863486979999,348.665088162,54.11453946,,-97.513478154,348.665088162,54.11453946,
14,3,0.0,0.0,,sharedconvexpeak,-113.883911922,360.631318122,61.208394084,,-113.883911922,414.74004027,61.208394084,
3,4,0.0,0.0,,sharedconcave,-46.2846753900001,410.491113966,25.518325836,,-105.173119626,478.539982854,0.0,
31,1,0.0,0.0,,,-113.883911922,414.74004027,61.208394084,,-203.36410941,414.74004027,23.924978472,
10,3,0.0,0.0,,,27.3662282819998,512.899889178,0.0,,27.3662282819998,478.539982854,0.0,
2,4,0.0,0.0,,,-105.173119626,478.539982854,0.0,,-105.173119626,512.899889178,0.0,
12,3,0.0,0.0,,sharedconvexpeak,-38.9034456660002,414.74004027,28.716858708,,-38.9034456660002,512.899889178,28.716858708,
13,3,0.0,0.0,,,-113.883911922,414.74004027,61.208394084,,-38.9034456660002,414.74004027,28.716858708,
20,2,0.0,0.0,,wallup,142.875392994,360.631318122,49.128610308,,87.5863486979999,348.665088162,54.11453946,
22,0,0.0,0.0,,,260.784057738,-341.901178086,0.0,,260.784057738,478.539982854,0.0,
36,7,0.0,0.0,,,162.12680061,-424.010052642,-14.6216541,,205.149906462,-424.010052642,-43.303724676,
26,0,0.0,0.0,,sharedconvex,260.784057738,478.539982854,0.0,,142.875392994,360.631318122,49.128610308,
15,3,0.0,0.0,,wallup,-97.513478154,348.665088162,54.11453946,,-113.883911922,360.631318122,61.208394084,
40,6,0.0,0.0,,,119.103694758,-512.899889178,-43.303724676,,162.12680061,-512.899889178,-14.6216541,
17,2,0.0,0.0,,,27.3662282819998,478.539982854,0.0,,260.784057738,478.539982854,0.0,
37,7,0.0,0.0,,sharedconvexpeak,162.12680061,-512.899889178,-14.6216541,,162.12680061,-424.010052642,-14.6216541,
1,4,0.0,0.0,,,-105.173119626,512.899889178,0.0,,-38.9034456660002,512.899889178,28.716858708,
11,3,0.0,0.0,,,-38.9034456660002,512.899889178,28.716858708,,27.3662282819998,512.899889178,0.0,
4,4,0.0,0.0,,wallup,-38.9034456660002,414.74004027,28.716858708,,-46.2846753900001,410.491113966,25.518325836,
23,0,0.0,0.0,,,5.999936547596011E-9,-341.901178086,108.66002406,,260.784057738,-341.901178086,0.0,
9,5,0.0,0.0,,wallup,-46.2846753900001,410.491113966,25.518325836,,-175.082342538,410.491113966,25.518325836,
28,1,0.0,0.0,,,-260.784057738,-341.901178086,0.0,,5.999936547596011E-9,-341.901178086,108.66002406,
16,3,0.0,0.0,,sharedconcave,27.3662282819998,478.539982854,0.0,,-97.513478154,348.665088162,54.11453946,
29,1,0.0,0.0,,,-260.784057738,478.539982854,0.0,,-260.784057738,-341.901178086,0.0,
27,1,0.0,0.0,,sharedconvexpeak,5.999936547596011E-9,-341.901178086,108.66002406,,5.999936547596011E-9,360.631318122,108.66002406,
25,0,0.0,0.0,,,142.875392994,360.631318122,49.128610308,,5.999936547596011E-9,360.631318122,108.66002406,
21,2,0.0,0.0,,sharedconvex,260.784057738,478.539982854,0.0,,142.875392994,360.631318122,49.128610308,
33,1,0.0,0.0,,,5.999936547596011E-9,360.631318122,108.66002406,,-113.883911922,360.631318122,61.208394084,
41,6,0.0,0.0,,,119.103694758,-424.010052642,-43.303724676,,119.103694758,-512.899889178,-43.303724676,
35,7,0.0,0.0,,,205.149906462,-424.010052642,-43.303724676,,205.149906462,-512.899889178,-43.303724676,
30,1,0.0,0.0,,sharedconvex,-203.36410941,414.74004027,23.924978472,,-260.784057738,478.539982854,0.0,
18,2,0.0,0.0,,sharedconcave,-97.513478154,348.665088162,54.11453946,,27.3662282819998,478.539982854,0.0,
0,4,0.0,0.0,,sharedconvexpeak,-38.9034456660002,512.899889178,28.716858708,,-38.9034456660002,414.74004027,28.716858708,
5,5,0.0,0.0,,sharedconcave,-105.173119626,478.539982854,0.0,,-46.2846753900001,410.491113966,25.518325836,
39,6,0.0,0.0,,sharedconvexpeak,162.12680061,-512.899889178,-14.6216541,,162.12680061,-424.010052642,-14.6216541,
7,5,0.0,0.0,,sharedconvex,-203.36410941,414.74004027,23.924978472,,-260.784057738,478.539982854,0.0,
32,1,0.0,0.0,,sharedconvexpeak,-113.883911922,360.631318122,61.208394084,,-113.883911922,414.74004027,61.208394084,
2,0,0.0,0.0,,,436.830436812,49.2865301220001,0.0,,250.806443052,-173.942262378,186.023993748,
23,4,0.0,0.0,,,134.248271436,88.5793046220001,106.62560286,,27.6226685879999,88.5793046220001,0.0,
54,11,0.0,0.0,,,-293.991186636,-61.6820627699999,101.36506584,,-293.991186636,425.887977162,101.36506584,
96,21,0.0,0.0,,,-376.57709574,418.643404878,-65.186194872,,-448.57709574,526.643404878,-77.186194872,
112,25,0.0,0.0,,,418.57709574,-275.138884086,-81.562600392,,418.57709574,-245.138884086,-106.5626004,
53,11,0.0,0.0,,,-293.991186636,425.887977162,101.36506584,,-395.356252476,425.887977162,0.0,
12,2,0.0,0.0,,,200.222138112,-184.223586042,177.456224028,,436.830436812,-397.171054878,0.0,
16,2,0.0,0.0,,,48.3335181479998,-181.986002502,179.32087698,,-233.60219204848147,-181.986002502,179.3208769790444,
93,20,0.0,0.0,,,222.873874296,70.5793046220001,7.5,,180.873874296,70.5793046220001,7.5,
121,28,0.0,0.0,,,418.57709574,-113.138884086,-106.5626004,,448.57709574,-83.1388840859999,-106.5626004,
110,25,0.0,0.0,,,448.57709574,-275.138884086,-106.5626004,,418.57709574,-275.138884086,-81.562600392,
10,2,0.0,0.0,,,250.806443052,-173.942262378,186.023993748,,55.0366349159999,-173.942262378,186.023993748,
102,22,0.0,0.0,,,27.6226685879999,88.5793046220001,0.0,,45.6226685879999,70.5793046220001,7.5,
